Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type,Endpoint Value_numeric,Tox Exposure Duration_minutes
PERFLUOROOCTANE SULFONATE,7.5 ng/g ww (2.9-11.3),Lung concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,7.5,NR
PERFLUOROOCTANE SULFONATE,36.65 ng/g ww (4.02-55.73),Liver concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,36.65,NR
PERFLUOROOCTANE SULFONATE,0.8 ng/g ww (0.7-2.7),Muscle concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.8,NR
PERFLUOROOCTANE SULFONATE,59.8 ng/g ww (6.2-131.5),Spleen concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,59.8,NR
PERFLUOROOCTANE SULFONATE,4.3 ng/g ww (1.2-17.3),Kidney concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.3,NR
PERFLUOROOCTANOIC ACID,1.3 ng/g ww (1.0-1.8),Brain concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.3,NR
PERFLUOROOCTANOIC ACID,1.1 ng/g ww (,Lung concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.1,NR
PERFLUOROOCTANOIC ACID,1.1 ng/g ww (,Muscle concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.1,NR
PERFLUOROOCTANOIC ACID,1.6 ng/g ww (,Kidney concentration,NR,Not Reported,Cartagena Bay,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.6,NR
MERCURY COMPOUNDS,See citation Figure 2,"Muscle concentration, total mercury",NR,Not Reported,Southeast Gulf of California,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.0,NR
MERCURY COMPOUNDS,See citation Figure 2,"Muscle concentration, organic mercury",NR,Not Reported,Southeast Gulf of California,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.0,NR
CHLORDANE,43.2 ng/g ww (22.8-148),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,43.2,NR
"DDT (4,4'-)",132 ng/g ww (53.8-466),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,132.0,NR
HEXACHLOROCYCLOHEXANE,1.05 ng/g ww (0.542-3.42),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.05,NR
PBDE MIXTURE,25.8 ng/g ww (10.6-66.6),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,25.8,NR
PCB,565 ng/g ww (262-1800),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,565.0,NR
DIELDRIN,16.7 ng/g ww (9.26-56.8),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,16.7,NR
HEXACHLOROBENZENE,1.54 ng/g ww (0.819-3.66),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.54,NR
MIREX,5.53 ng/g ww (2.56-14.2),Egg concentration,NR,NR,Crab Bank,18.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.53,NR
CHLORDANE,35.8 ng/g ww (11.0-118),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,35.8,NR
"DDT (4,4'-)",119 ng/g ww (38.8-541),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,119.0,NR
HEXACHLOROCYCLOHEXANE,0.830 ng/g ww (0.486-1.30),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.83,NR
PBDE MIXTURE,25.3 ng/g ww (10.2-69.8),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,25.3,NR
PCB,512 ng/g ww (162-1490),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,512.0,NR
DIELDRIN,15.0 ng/g ww (5.443-39.6),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,15.0,NR
HEXACHLOROBENZENE,1.45 ng/g ww (0.563-3.60),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.45,NR
MIREX,4.80 ng/g ww (1.92-18.6),Egg concentration,NR,NR,Marsh Island,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4.8,NR
CHLORDANE,13.6 ng/g ww (6.20-25.1),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,13.6,NR
"DDT (4,4'-)",486 ng/g ww (223-1210),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,486.0,NR
HEXACHLOROCYCLOHEXANE,13.6 ng/g ww (6.46-36.7),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,13.6,NR
PBDE MIXTURE,61.5 ng/g ww (11.7-262),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,61.5,NR
PCB,135 ng/g ww (28.6-945),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,135.0,NR
DIELDRIN,5.42 ng/g ww (3.15-9.96),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.42,NR
HEXACHLOROBENZENE,2.73 ng/g ww (1.06-5.16),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.73,NR
MIREX,0.287 (0.146-0.629),Egg concentration,NR,NR,Marsh Island,33.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.287,NR
"DDE (4,4'-)",22.33 ng/g ww ± 12.2,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,22.33,NR
"DDD (4,4'-)",9.25 ng/g ww ± 9.3,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.25,NR
"DDT (4,4'-)",16.51 ng/g ww ± 13.5,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,16.51,NR
LINDANE,14.16 ng/g ww ± 8.8,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,14.16,NR
HEPTACHLOR,8.26 ng/g ww ± 15.2,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,8.26,NR
DIELDRIN,0.50 ng/g ww ± 0.4,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.5,NR
DIAZINON,3.37 ng/g ww ± 6.5,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.37,NR
DIMETHOATE,2.00 ng/g ww ± 1.6,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.0,NR
MALATHION,3.96 ng/g ww ± 3.9,Egg concentration,NR,Embryo,Colorado River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3.96,NR
"DDE (4,4'-)",7.52 µg/g (1.50-33.00),Egg concentration,NR,Embryo,Lemoore,9.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,7.52,NR
SELENIUM COMPOUNDS,0.404 µg/g (0.335-0.840),Egg concentration,NR,Embryo,Lemoore,9.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.404,NR
"DDE (4,4'-)",0.62 µg/g (0.20-3.40),Egg concentration,NR,Embryo,Salton Sea,7.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.62,NR
SELENIUM COMPOUNDS,0.365 µg/g (0.319-0.476),Egg concentration,NR,Embryo,Salton Sea,7.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.365,NR
"DDE (4,4'-)",0.10 µg/g (0.09-0.30),Egg concentration,NR,Embryo,Carrizo Plain,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.1,NR
SELENIUM COMPOUNDS,0.423 µg/g (0.383-0.487),Egg concentration,NR,Embryo,Carrizo Plain,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.423,NR
"DDE (4,4'-)",1.19 µg/g (0.70-2.82),Egg concentration,NR,Embryo,Pixley,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.19,NR
"DDE (4,4'), SELENIUM COMPOUNDS",0.169 mm (0.150-0.183),Eggshell thickness,NR,Embryo,Lemoore,10.0,NR,TOX-REPRO - development,NR,Environmental contamination,Toxicity Factor Datasets,0.169,NR
"DDE (4,4'), SELENIUM COMPOUNDS",0.183 mm (0.170-0.194),Eggshell thickness,NR,Embryo,Salton Sea,9.0,NR,TOX-REPRO - development,NR,Environmental contamination,Toxicity Factor Datasets,0.183,NR
"DDE (4,4'), SELENIUM COMPOUNDS",0.183 mm (0.175-0.187),Eggshell thickness,NR,Embryo,Carrizo Plain,4.0,NR,TOX-REPRO - development,NR,Environmental contamination,Toxicity Factor Datasets,0.183,NR
"DDE (4,4'-)",2.60 µg/g (0.90-10.11),Egg concentration,NR,Embryo,Lemoore,21.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.6,NR
"DDE (4,4'-)",0.74 µg/g (0.06-3.11),Egg concentration,NR,Embryo,Lemoore,26.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.74,NR
"DDE (4,4'-)",1.00 µg/g (0.20-25.56),Egg concentration,NR,Embryo,Lemoore,20.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
"DDE (4,4'-)",1.14 µg/g (0.61-3.71),Egg concentration,NR,Embryo,Lemoore,16.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.14,NR
"DDE (4,4'-)",0.62 µg/g (0.10-3.01),Egg concentration,NR,Embryo,Bono Salton Sea National Wildlife Refuge,7.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.62,NR
MERCURY (elemental),0.56 µg/g  [0.20-1.56 (95% CI)],Blood concentration,NR,Not Reported,San Francisco Bay marshes,67.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.56,NR
MERCURY (elemental),0.9.87 µg/g  [4.23-23.0 (95% CI)],Head feather concentration,NR,Not Reported,San Francisco Bay marshes,133.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.9,NR
MERCURY (elemental),9.04 µg/g  [4.25-19.2 (95% CI)],Breast feather concentration,NR,Not Reported,San Francisco Bay marshes,26.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.04,NR
MERCURY (elemental),0.57 µg/g  [0.15-2.70 (95% CI)],Egg concentration,NR,Embryo,San Francisco Bay marshes,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.57,NR
MERCURY (elemental),5.9 µg/g dw (3.1),Muscle concentration,Both,Adult,"LCP Superfund Site, Tutle River",46.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.9,NR
MERCURY (elemental),20.9 µg/g dw (11.3),Liver concentration,Both,Adult,"LCP Superfund Site, Tutle River",22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,20.9,NR
AROCLOR 1268,21.9 µg/g dw (18.5),Muscle concentration,Both,Adult,"LCP Superfund Site, Tutle River",46.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,21.9,NR
AROCLOR 1268,155.9 µg/g dw (172.2),Liver concentration,Both,Adult,"LCP Superfund Site, Tutle River",22.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,155.9,NR
STRONTIUM,464 µg/g ± 174,Eggshell concentration,NR,Embryo,Roosevelt Lake,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,464.0,NR
CALCIUM,280 µg/g ± 29,Eggshell concentration,NR,Embryo,Roosevelt Lake,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,280.0,NR
STRONTIUM,768 µg/g ± 500,Eggshell concentration,NR,Embryo,Lower San Pedro River,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,768.0,NR
CALCIUM,307 µg/g ± 12,Eggshell concentration,NR,Embryo,Lower San Pedro River,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,307.0,NR
STRONTIUM,197 µg/g ± 97,Eggshell concentration,NR,Embryo,Konza Prairie,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,197.0,NR
CALCIUM,317 µg/g ± 12,Eggshell concentration,NR,Embryo,Konza Prairie,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,317.0,NR
STRONTIUM,39 µg/g ± 10,Eggshell concentration,NR,Embryo,Detroit,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,39.0,NR
CALCIUM,347 µg/g ± 19,Eggshell concentration,NR,Embryo,Detroit,5.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,347.0,NR
MERCURY (elemental),1.8 ppm ± 1.2,Hatchling concentration,NR,Hatchling,Blythe Island,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,1.8,NR
MERCURY (elemental),4.6 ppm ± 1.6,Hatchling concentration,NR,Hatchling,"LCP Superfund site, Brunswick",16.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,4.6,NR
AROCLOR 1268,28 ppm ± 19,Hatchling concentration,NR,Hatchling,Blythe Island,15.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,28.0,NR
AROCLOR 1268,222 ppm ± 213,Hatchling concentration,NR,Hatchling,"LCP Superfund site, Brunswick",16.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,222.0,NR
MERCURY (elemental),See citation Table 2,Bone properties,NR,Hatchling,Blythe Island,15.0,NR,TOX-Non-Repro-Sublethal - whole animal,NR,Environmental exposure,Toxicity Factor Datasets,2.0,NR
AROCLOR 1268,See citation Table 2,Bone properties,NR,Hatchling,"LCP Superfund site, Brunswick",16.0,NR,TOX-Non-Repro-Sublethal - whole animal,NR,Environmental exposure,Toxicity Factor Datasets,2.0,NR
DIELDRIN,0.02,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,0.02,NR
HEPTACHLOR EPOXIDE,0.01,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,0.01,NR
OXYCHLORDANE,0.03,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,0.03,NR
TRANS-NONACHLOR,0.06,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,0.06,NR
"DDE (4,4'-)",0.11,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,0.11,NR
PCB,1.3,Egg concentration,NR,Embryo,South San Francisco Bay marshes,22.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,1.3,NR
PBDE MIXTURE,397 ng/g lw ± 113,Egg concentration,NR,Embryo,Marshes around San Francisco Bay,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,397.0,NR
PCB,5120 ng/g lw ± 1910,Egg concentration,NR,Embryo,Marshes around San Francisco Bay,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental exposure,Toxicity Factor Datasets,5120.0,NR
"DDE (4,4'-)",0.32 µg/g ww ± 0.15,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.32,NR
DIELDRIN,0.039 µg/g ww ± 0.035,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.039,NR
HEPTACHLOR EPOXIDE,0.006 µg/g ww ± 0.002,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.006,NR
HEXACHLOROBENZENE,0.006 µg/g ww ± 0.001,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.006,NR
OXYCHLORDANE,0.0039 µg/g ww ± 0.0009,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.0039,NR
MIREX,0.03 µg/g ww ± 0.02,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.03,NR
PCB,0.43 µg/g ww ± 0.089,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.43,NR
ALUMINUM COMPOUNDS,1 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),0.15 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.15,NR
CADMIUM (elemental),0.06 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.06,NR
CHROMIUM (elemental),1.40 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.4,NR
COPPER (elemental),55.90 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,55.9,NR
IRON (elemental),295 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,295.0,NR
LEAD (elemental),0.04 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.04,NR
MANGANESE COMPOUNDS,16.4 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,16.4,NR
MOLYBDENUM,1.19 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.19,NR
NICKEL (elemental),0.54 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.54,NR
SELENIUM (elemental),6.95 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.95,NR
ZINC (elemental),109 µg/g dw,Liver concentration,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,109.0,NR
